record_no,standardized_names,name,longitude,latitude,issues,prov,key,scientificName,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basisOfRecord,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,dateIdentified,elevation,elevationAccuracy,stateProvince,year,month,day,eventDate,modified,lastInterpreted,license,geodeticDatum,class,countryCode,recordedByIDs,identifiedByIDs,country,rightsHolder,identifier,recordNumber,municipality,locality,datasetName,collectionCode,language,gbifID,occurrenceID,type,catalogNumber,recordedBy,institutionCode,ownerInstitutionCode,identifiedBy,occurrenceRemarks,individualCount,continent,nomenclaturalStatus,nomenclaturalCode,county,taxonID,bibliographicCitation,collectionID,institutionID,rights,coordinateUncertaintyInMeters,references,habitat,preparations,verbatimEventDate,georeferenceProtocol,endDayOfYear,startDayOfYear,georeferenceSources,georeferencedBy,dynamicProperties,http://unknown.org/recordId,georeferenceVerificationStatus,otherCatalogNumbers,http://unknown.org/recordEnteredBy,higherClassification,higherGeography,organismID,locationID,datasetID,accessRights,fieldNumber,eventRemarks,taxonRemarks,typeStatus,typifiedName,establishmentMeans,georeferenceRemarks,previousIdentifications,fieldNotes,verbatimElevation,georeferencedDate,verbatimCoordinateSystem,created,associatedSequences,verbatimLocality,organismRemarks,organismQuantity,organismQuantityType,eventID,http://rs.tdwg.org/dwc/terms/organismQuantity,higherGeographyID,http://rs.tdwg.org/dwc/terms/organismQuantityType,parentEventID,identificationRemarks,associatedTaxa,reproductiveCondition,http://unknown.org/nick,http://unknown.org/occurrenceDetails,eventTime,identificationID,informationWithheld
412,Handroanthus selachidentatus,Tabebuia selachidentata A.H.Gentry,-37.516667,-9.741389,gass84,gbif,1094785053,Tabebuia selachidentata A.H.Gentry,2e684fd6-09e2-4661-910a-0a188b610c04,60545be9-4f28-4245-b4b4-07635c8dfa54,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:11:22.983+0000,2020-07-12T12:14:52.332+0000,211,PRESERVED_SPECIMEN,4091210,6,7707728,220,408,6655,6401269,4092029,4092029,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Handroanthus,Handroanthus selachidentatus,Tabebuia,selachidentata,SPECIES,SYNONYM,2007-10-01T00:00:00,NA,NA,Alagoas,2002,10,19,11979,2019-10-07T12:15:49.000+0000,2020-07-12T12:14:52.332+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,BRA:UEFS:HUEFS:67043,6983,Pгo de Aзъcar,"Ilha do Ferro, margem do Rio Sгo Francisco.",HUEFS - Herbario da Universidade Estadual de Feira de Santana,HUEFS,pt,1094785053,BRA:UEFS:HUEFS:67043,Collection,67043,"Lyra-Lemos, R.P.",UEFS,Universidade Estadual de Feira de Santana,M.M.Silva-Castro,Caatinga arbustivo arbуrea.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,Handroanthus selachidentatus,Tabebuia selachidentata A.H.Gentry,-41.912778,-9.483333,gass84,gbif,1094764889,Tabebuia selachidentata A.H.Gentry,2e684fd6-09e2-4661-910a-0a188b610c04,60545be9-4f28-4245-b4b4-07635c8dfa54,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:11:22.983+0000,2020-07-12T12:14:52.253+0000,211,PRESERVED_SPECIMEN,4091210,6,7707728,220,408,6655,6401269,4092029,4092029,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Handroanthus,Handroanthus selachidentatus,Tabebuia,selachidentata,SPECIES,SYNONYM,2007-10-01T00:00:00,435,0,Bahia,2000,7,3,11141,2019-10-07T12:15:49.000+0000,2020-07-12T12:14:52.253+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,BRA:UEFS:HUEFS:46866,415,Remanso,"Estrada Remanso - Casa Nova, estrada para Serra do Mantasaia em Culumim.",HUEFS - Herbario da Universidade Estadual de Feira de Santana,HUEFS,pt,1094764889,BRA:UEFS:HUEFS:46866,Collection,46866,"Silva, M.M.da",UEFS,Universidade Estadual de Feira de Santana,M.M.Silva-Castro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,Handroanthus selachidentatus,Tabebuia selachidentata A.H.Gentry,-42.299722,-9.423333,gass84,gbif,1094764893,Tabebuia selachidentata A.H.Gentry,2e684fd6-09e2-4661-910a-0a188b610c04,60545be9-4f28-4245-b4b4-07635c8dfa54,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:11:22.983+0000,2020-07-12T12:14:49.649+0000,211,PRESERVED_SPECIMEN,4091210,6,7707728,220,408,6655,6401269,4092029,4092029,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Handroanthus,Handroanthus selachidentatus,Tabebuia,selachidentata,SPECIES,SYNONYM,2007-10-01T00:00:00,465,0,Bahia,2000,7,4,11142,2019-10-07T12:15:49.000+0000,2020-07-12T12:14:49.649+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,BRA:UEFS:HUEFS:46896,445,Remanso,"Comunidade dos Negos, Fazenda do Campo Verde.",HUEFS - Herbario da Universidade Estadual de Feira de Santana,HUEFS,pt,1094764893,BRA:UEFS:HUEFS:46896,Collection,46896,"Silva, M.M.da",UEFS,Universidade Estadual de Feira de Santana,M.M.Silva-Castro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,Handroanthus selachidentatus,Tabebuia selachidentata A.H.Gentry,-41.534722,-12.006389,gass84,gbif,1094757313,Tabebuia selachidentata A.H.Gentry,2e684fd6-09e2-4661-910a-0a188b610c04,60545be9-4f28-4245-b4b4-07635c8dfa54,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:11:22.983+0000,2020-07-12T12:14:49.921+0000,211,PRESERVED_SPECIMEN,4091210,6,7707728,220,408,6655,6401269,4092029,4092029,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Handroanthus,Handroanthus selachidentatus,Tabebuia,selachidentata,SPECIES,SYNONYM,2007-10-01T00:00:00,810,0,Bahia,1999,8,30,10833,2019-10-07T12:15:49.000+0000,2020-07-12T12:14:49.921+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,BRA:UEFS:HUEFS:39194,122,Mulungъ do Morro,11-15 km de Segredo na estrada para Bonito.,HUEFS - Herbario da Universidade Estadual de Feira de Santana,HUEFS,pt,1094757313,BRA:UEFS:HUEFS:39194,Collection,39194,"Carneiro-Torres, D.S.",UEFS,Universidade Estadual de Feira de Santana,M.M.Silva-Castro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,Handroanthus selachidentatus,Tabebuia selachidentata A.H.Gentry,-60.366667,-18.216667,gass84,gbif,1258538784,Tabebuia selachidentata A.H.Gentry,7bd65a7a-f762-11e1-a439-00145eb45e9a,90fd6680-349f-11d8-aa2d-b8a03c50a862,c4e134d3-c68f-406d-a116-6a37895602e0,US,DWC_ARCHIVE,2020-07-16T06:06:47.327+0000,2020-07-16T06:42:09.691+0000,124,PRESERVED_SPECIMEN,4091210,6,7707728,220,408,6655,6401269,4092029,4092029,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Handroanthus,Handroanthus selachidentatus,Tabebuia,selachidentata,SPECIES,SYNONYM,1998-01-01T00:00:00,300,NA,Santa Cruz,1997,8,27,10100,2013-05-06T23:55:00.000+0000,2020-07-16T06:42:09.691+0000,http://creativecommons.org/licenses/by/4.0/legalcode,WGS84,Magnoliopsida,BO,list(),list(),"Bolivia, Plurinational State of",Missouri Botanical Garden,urn:catalog:MO:Tropicos:1322232,Fuentes Claros 2047,NA,"25 km al S de San Josй, camino a las Salinas. Bosques de cerrado sobre arenas (Abayoy), con Magonia, Luehea y Schinopsis cornuta.",Tropicos,MO,NA,1258538784,urn:catalog:MO:Tropicos:1322232,PhysicalObject,1322232,Alfredo F. Fuentes|G. Navarro,MO,MOBOT,A. Fuentes (USZ),NA,NA,SOUTH_AMERICA,No opinion,ICNafp,Chiquitos,50125661,http://www.tropicos.org/Specimen/1322232,http://biocol.org/urn:lsid:biocol.org:col:15859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,Handroanthus selachidentatus,Tabebuia selachidentata A.H.Gentry,-39.899167,-12.755,gass84,gbif,1094748103,Tabebuia selachidentata A.H.Gentry,2e684fd6-09e2-4661-910a-0a188b610c04,60545be9-4f28-4245-b4b4-07635c8dfa54,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:11:22.983+0000,2020-07-12T12:14:52.190+0000,211,PRESERVED_SPECIMEN,4091210,6,7707728,220,408,6655,6401269,4092029,4092029,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Handroanthus,Handroanthus selachidentatus,Tabebuia,selachidentata,SPECIES,SYNONYM,2007-10-01T00:00:00,348,0,Bahia,1997,9,28,10132,2019-10-07T12:15:49.000+0000,2020-07-12T12:14:52.190+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,BRA:UEFS:HUEFS:30006,2269,Iaзu,Morro do Coitй - encosta com rocha exposta.,HUEFS - Herbario da Universidade Estadual de Feira de Santana,HUEFS,pt,1094748103,BRA:UEFS:HUEFS:30006,Collection,30006,"Melo, E.",UEFS,Universidade Estadual de Feira de Santana,M.M.Silva-Castro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,Handroanthus selachidentatus,Tabebuia selachidentata A.H.Gentry,-39.7,-12.716667,gass84,gbif,1094741950,Tabebuia selachidentata A.H.Gentry,2e684fd6-09e2-4661-910a-0a188b610c04,60545be9-4f28-4245-b4b4-07635c8dfa54,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:11:22.983+0000,2020-07-12T12:14:52.144+0000,211,PRESERVED_SPECIMEN,4091210,6,7707728,220,408,6655,6401269,4092029,4092029,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Handroanthus,Handroanthus selachidentatus,Tabebuia,selachidentata,SPECIES,SYNONYM,NA,270,0,Bahia,1996,9,28,9767,2019-10-07T12:15:49.000+0000,2020-07-12T12:14:52.144+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,BRA:UEFS:HUEFS:23841,1823,Itatim,Morro das Tocas.,HUEFS - Herbario da Universidade Estadual de Feira de Santana,HUEFS,pt,1094741950,BRA:UEFS:HUEFS:23841,Collection,23841,"Franзa, F.",UEFS,Universidade Estadual de Feira de Santana,M.M.Silva,Interior e orla externa da mata da base.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,Handroanthus selachidentatus,Tabebuia selachidentata A.H.Gentry,-39.7,-12.716667,gass84,gbif,1094741973,Tabebuia selachidentata A.H.Gentry,2e684fd6-09e2-4661-910a-0a188b610c04,60545be9-4f28-4245-b4b4-07635c8dfa54,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:11:22.983+0000,2020-07-12T12:14:52.154+0000,211,PRESERVED_SPECIMEN,4091210,6,7707728,220,408,6655,6401269,4092029,4092029,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Handroanthus,Handroanthus selachidentatus,Tabebuia,selachidentata,SPECIES,SYNONYM,2007-10-01T00:00:00,370,0,Bahia,1996,9,28,9767,2019-10-07T12:15:49.000+0000,2020-07-12T12:14:52.154+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,BRA:UEFS:HUEFS:23847,1829,Itatim,Morro das Tocas.,HUEFS - Herbario da Universidade Estadual de Feira de Santana,HUEFS,pt,1094741973,BRA:UEFS:HUEFS:23847,Collection,23847,"Franзa, F.",UEFS,Universidade Estadual de Feira de Santana,M.M.Silva-Castro,Encosta piedmont arbustivo.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,Handroanthus selachidentatus,Tabebuia selachidentata A.H.Gentry,-39.766667,-12.7,gass84,gbif,1094742007,Tabebuia selachidentata A.H.Gentry,2e684fd6-09e2-4661-910a-0a188b610c04,60545be9-4f28-4245-b4b4-07635c8dfa54,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:11:22.983+0000,2020-07-12T12:14:49.493+0000,211,PRESERVED_SPECIMEN,4091210,6,7707728,220,408,6655,6401269,4092029,4092029,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Handroanthus,Handroanthus selachidentatus,Tabebuia,selachidentata,SPECIES,SYNONYM,2007-10-01T00:00:00,300,0,Bahia,1996,9,29,9768,2019-10-07T12:15:49.000+0000,2020-07-12T12:14:49.493+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,BRA:UEFS:HUEFS:23893,1874,Itatim,Morro do Agenor.,HUEFS - Herbario da Universidade Estadual de Feira de Santana,HUEFS,pt,1094742007,BRA:UEFS:HUEFS:23893,Collection,23893,"Franзa, F.",UEFS,Universidade Estadual de Feira de Santana,M.M.Silva-Castro,Piedmont arbustivo.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,Handroanthus selachidentatus,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,-39.766666,-12.7,gass84,gbif,2565911920,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3,76dbcb10-efc5-4d5f-87a5-bcd409fc92c8,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:16:23.778+0000,2020-07-12T12:18:26.358+0000,215,PRESERVED_SPECIMEN,4092029,6,7707728,220,408,6655,6401269,4092029,4092029,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Handroanthus,Handroanthus selachidentatus,Handroanthus,selachidentatus,SPECIES,ACCEPTED,2011-01-01T00:00:00,300,0,Bahia,1996,9,29,9768,2020-01-21T19:15:10.000+0000,2020-07-12T12:18:26.358+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,SPF - Herbбrio da Universidade de Sгo Paulo,BRA:USP:SPF:152544,1874,Itatim,Morro do Agenor,SPF - Herbбrio da Universidade de Sгo Paulo,SPF,pt,2565911920,BRA:USP:SPF:152544,Collection,152544,"Franзa, F",USP,Universidade de Sгo Paulo,"Espнrito-Santo, FS","бrvore 10m. Peraticamente sem folhas. flores com cбlice vinoso, corola com tubo roseo, sendo que apresenta internamente duas faixas amarelas, filetes e anteras brancas , estiletes rуseos, уvario vinoso circundado com glвndulas discуi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,Handroanthus selachidentatus,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,-39.683333,-12.716667,"gass84,txmatfuz",gbif,1094169635,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,fffdea53-c113-4cdc-896e-a9c5fd726591,1c72778c-05de-4f31-b83a-ff541ce5dff7,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:16:08.240+0000,2020-07-12T12:16:18.836+0000,170,PRESERVED_SPECIMEN,4092029,6,7707728,220,408,6655,6401269,4092029,4092029,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Handroanthus,Handroanthus selachidentatus,Handroanthus,selachidentatus,SPECIES,ACCEPTED,2011-03-01T00:00:00,300,0,Bahia,1996,10,27,9796,2019-08-15T12:03:20.000+0000,2020-07-12T12:16:18.836+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,UESC - Herbбrio Universidade Estadual de Santa Cruz,BRA:UESC:UESC:2770,1967,Itatim,NA,UESC - Herbбrio Universidade Estadual de Santa Cruz,UESC,pt,1094169635,BRA:UESC:UESC:2770,Collection,2770,"Franзa, F.",UESC,Universidade Estadual de Santa Cruz,NA,"Inselberg. Platф na encosta com mata semidecнdua, com solo com muita folha seca.; Arvoreta de ca. 3 m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,Handroanthus selachidentatus,Tabebuia selachidentata A.H.Gentry,-39.683333,-12.716667,gass84,gbif,1094742090,Tabebuia selachidentata A.H.Gentry,2e684fd6-09e2-4661-910a-0a188b610c04,60545be9-4f28-4245-b4b4-07635c8dfa54,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:11:22.983+0000,2020-07-12T12:14:49.750+0000,211,PRESERVED_SPECIMEN,4091210,6,7707728,220,408,6655,6401269,4092029,4092029,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Handroanthus,Handroanthus selachidentatus,Tabebuia,selachidentata,SPECIES,SYNONYM,2007-10-01T00:00:00,300,0,Bahia,1996,10,27,9796,2019-10-07T12:15:49.000+0000,2020-07-12T12:14:49.750+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,HUEFS - Herbario da Universidade Estadual de Feira de Santana,BRA:UEFS:HUEFS:23986,1967,Itatim,Morro do Leгo.,HUEFS - Herbario da Universidade Estadual de Feira de Santana,HUEFS,pt,1094742090,BRA:UEFS:HUEFS:23986,Collection,23986,"Franзa, F.",UEFS,Universidade Estadual de Feira de Santana,M.M.Silva-Castro,"Platф na encosta com mata semidecнdua, com solo com muita folha seca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,Handroanthus selachidentatus,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,-39.683333,-12.716667,gass84,gbif,1213575440,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,d82d5a18-0428-4e52-be16-f509153e8126,e97090cb-7731-41c7-ac24-31a841730654,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-11T11:14:52.804+0000,2020-07-11T11:17:10.757+0000,201,PRESERVED_SPECIMEN,4092029,6,7707728,220,408,6655,6401269,4092029,4092029,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Handroanthus,Handroanthus selachidentatus,Handroanthus,selachidentatus,SPECIES,ACCEPTED,2011-05-09T00:00:00,NA,NA,Bahia,1996,10,27,9796,2019-04-08T15:14:45.000+0000,2020-07-11T11:17:10.757+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,UB - Herbбrio da Universidade de Brasнlia,BRA:UNB:UB:118785,1967,Itatim,Morro do Leгo,UB - Herbбrio da Universidade de Brasнlia,UB,pt,1213575440,BRA:UNB:UB:118785,Collection,118785,"Franзa, F",UnB,Universidade de Brasнlia,"Espнrito Santo, FS",Frutos imaturos verdes.; Arvoreta 3m.,NA,SOUTH_AMERICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,Handroanthus selachidentatus,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,-39.766667,-12.7,gass84,gbif,1087535492,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,d031156d-6ff8-4eb5-b91a-a50861e98be9,3a2b60a6-5c60-413a-8bff-a9740e774c09,b38ff2b7-c8af-454e-b5af-ee760f0d5bca,BR,DWC_ARCHIVE,2020-07-12T12:14:26.994+0000,2020-07-12T12:15:10.115+0000,220,PRESERVED_SPECIMEN,4092029,6,7707728,220,408,6655,6401269,4092029,4092029,Handroanthus selachidentatus (A.H.Gentry) S.O.Grose,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Handroanthus,Handroanthus selachidentatus,Handroanthus,selachidentatus,SPECIES,ACCEPTED,2011-03-01T00:00:00,356,0,Bahia,1995,10,14,9417,2020-07-11T14:16:10.000+0000,2020-07-12T12:15:10.115+0000,http://creativecommons.org/licenses/by-nc/4.0/legalcode,WGS84,Magnoliopsida,BR,list(),list(),Brazil,HUESB - Herbбrio da Universidade Estadual do Sudoeste da Bahia,BRA:UESB:HUESB:4790,1404,Itatim,Morro do Agenor.,HUESB - Herbбrio da Universidade Estadual do Sudoeste da Bahia,HUESB,pt,1087535492,BRA:UESB:HUESB:4790,Collection,4790,"Franзa, F.; et al.; et al.",UESB,Universidade Estadual do Sudoeste da Bahia,F.S. Espнrito - Santos,"Бrvore de atй 3m. Бfila. Botхes lilases, com base branca, cбlice vinoso, pйtalas lilases internamente com trкs estrias amarelas, anteras brancas. Cбlice grudento.; Encosta do Morro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
